Gene_ID	P09	P08	P07	P06	P05	P03	N11	N10	N04	N03	N02	N01	blast_hit_description	KEEG_ortholog_ID
SSCG00000019342	4.649365369	3.112853514	2.301086706	2.566753696	1.884641758	0.48213404	1.77787212	3.151290722	2.827229947	1.655041656	1.801626188	1.171650863	657753296:PREDICTED: syptopodin 2-like protein [Cynoglossus semilaevis]	
SSCG00000019345	24.0870736	32.96794859	37.96793065	31.53440255	53.3084383	37.12432111	33.0065824	30.11233357	28.20334264	28.56479302	24.10451589	36.62950594	808864745:Proteasome activator complex subunit 3 [Larimichthys crocea]	K06698
SSCG00000019346	0.672197403	1.344186745	0.575271676	0.916697749	0.915397425	0.401778367	1.159481817	0.980401558	0.827481936	1.287254621	1.180375778	0.616658349	736297414:PREDICTED: ictive ubiquitin carboxyl-termil hydrolase 54 isoform X1 [Notothenia coriiceps]	
SSCG00000019353	6.161809525	4.174053576	4.68435508	6.050205141	3.715436609	3.857072323	2.47356121	2.521032578	3.447841399	2.084126529	5.467003604	3.021625911	941783657:PREDICTED: prominin-1-A-like [Xiphophorus maculatus]	K06532
SSCG00000019354	25.48748485	24.61984143	25.39413543	16.59222925	24.76957739	24.02634634	32.85198482	24.58006763	26.20359463	24.94822051	26.90014273	27.99628905	734605241:PREDICTED: transmembrane anterior posterior transformation protein 1 homolog [Larimichthys crocea]	
SSCG00000019355	4.705381819	0.707466708	2.383268374	1.466716398	1.561560314	2.008891835	2.782756362	1.120458924	1.654963872	4.71993361	0.062125041	1.479980038	939316304:PREDICTED: glutathione S-transferase A-like [Maylandia zebra]	
SSCG00000019356	33.21775498	18.18189439	21.69596037	39.96802184	12.3847887	21.29425345	23.18963635	29.06190333	17.72190479	9.072080186	19.44513782	12.57983032	657795712:PREDICTED: LIM domain-binding protein 2 isoform X4 [Cynoglossus semilaevis]	
SSCG00000019360	37.9231368	48.10773613	33.4479389	35.7512122	33.00815422	45.56166681	46.76576663	33.47371034	33.23719109	50.57071725	21.93013946	33.5462142	734605235:PREDICTED: dihydropteridine reductase [Larimichthys crocea]	K00357
SSCG00000019363	9.690845889	11.03648064	10.35489018	9.075307712	14.96944025	8.99983542	14.76406847	12.46510552	13.7913656	12.44346134	11.86588282	5.981585987	657526904:PREDICTED: zinc finger protein basonuclin-2 isoform X1 [Stegastes partitus]	
SSCG00000019365	5.769694373	7.569893774	7.889440134	6.233544691	7.161638681	5.946319831	9.662348478	7.633126416	3.585755055	9.010782347	9.940006552	6.104917657	657584912:PREDICTED: centlein [Stegastes partitus]	K16467
SSCG00000019366	70.69276018	95.57875223	83.57875642	64.07717263	78.07801569	78.34678156	53.87725511	109.8049745	68.88787115	51.36758916	85.91893164	72.39569019	734607693:PREDICTED: receptor-type tyrosine-protein phosphatase eta [Larimichthys crocea]	
SSCG00000019367	78.36701386	70.32219076	62.86897607	83.32782535	68.60095999	77.86464752	136.7415557	90.96725885	94.60876799	88.88186669	76.66230053	89.97045315	808877747:Oxysterol-binding protein-related protein 5 [Larimichthys crocea]	
SSCG00000019368	67.72388832	42.73098915	59.99261769	49.86835753	86.26274561	85.01630245	80.46803812	47.75956161	82.0586253	96.1150117	39.38727596	62.46749077	736153651:PREDICTED: dual specificity protein phosphatase 8 isoform X2 [Notothenia coriiceps]	K04459
SSCG00000019369	150.5722182	185.2147841	175.4578613	152.7218449	189.8103485	316.1995748	210.4845992	187.2566976	184.390558	166.0558461	179.1686181	195.5423625	657750207:PREDICTED: MOB kise activator 2 isoform X1 [Cynoglossus semilaevis]	
SSCG00000019370	2.52074026	3.112853514	5.09526342	1.283376848	6.407781977	3.937427996	11.05372666	3.85157755	9.171258121	13.30163108	4.659378071	7.584897695	348519363:PREDICTED: tyrosine-protein phosphatase non-receptor type 5 [Oreochromis niloticus]	K18018
SSCG00000019372	2.57675671	2.476133477	2.711995046	5.775195817	21.05414078	5.464185791	5.797409087	5.812380666	5.723416722	2.942296277	3.91387758	7.7698952	808877739:Cat eye syndrome critical region protein 5 [Larimichthys crocea]	
SSCG00000019373	4.033184416	4.103306905	5.341808424	3.300111895	7.484720125	4.339206363	4.328732118	4.90200779	5.585503066	5.332912001	5.529128645	4.871600959	736153629:PREDICTED: coiled-coil domain-containing protein 77 [Notothenia coriiceps]	K16757
SSCG00000019375	4.593348918	4.810773613	6.738896781	3.57512122	3.392355164	6.669520892	6.106604238	8.403441926	6.82672597	2.390615725	5.21850344	4.933266793	808877733:Transmembrane protein 17B [Larimichthys crocea]	K19384
SSCG00000019376	35.40239654	36.78826881	40.35119902	32.0844212	44.31600477	37.92787784	43.90571148	40.68666466	42.68427652	43.39887008	44.73002949	47.97601957	657564162:PREDICTED: CCR4-NOT transcription complex subunit 2 isoform X2 [Stegastes partitus]	K12605
SSCG00000019377	11.09125714	12.94664075	13.97088357	11.00037298	19.43873356	17.11575843	22.57124604	15.96653966	16.06694092	17.96026686	16.64951098	18.93141132	657817394:PREDICTED: seipin-like [Cynoglossus semilaevis]	K19365
SSCG00000019378	2.46472381	1.76866677	2.13672337	4.308479419	0.861550518	2.330314528	1.932469696	4.621893059	2.482445807	1.042063265	2.795626843	2.959960076	974080074:PREDICTED: leucine-rich repeat-containing protein 10 [Cyprinodon variegatus]	
SSCG00000019379	14.39622771	12.80514741	12.08070521	13.38378713	14.75405262	10.52659321	11.28562302	14.00573654	9.033344465	13.7920138	13.85388413	12.8881595	736153625:PREDICTED: coiled-coil domain-containing protein 34-like [Notothenia coriiceps]	K16753
SSCG00000019380	298.6797126	298.4094574	273.0075013	265.6590076	207.9029094	133.9529075	192.8604756	251.7531144	208.2496205	244.210591	222.2833965	206.8272103	657564149:PREDICTED: formin-binding protein 4 isoform X2 [Stegastes partitus]	
SSCG00000019381	1.400411256	1.273440074	0.903998349	1.833395497	1.884641758	1.446402121	3.014652725	1.680688385	2.413488979	1.716339495	3.230502129	2.096638387	808877742:ATP-binding cassette sub-family C member 8 [Larimichthys crocea]	
SSCG00000019384	42.51648572	39.4766423	39.118474	34.46783535	34.30048	61.47209014	50.70800481	56.02294618	68.06038922	50.3255259	61.56591558	50.99764548	657564180:PREDICTED: uncharacterized protein LOC103361113 [Stegastes partitus]	
SSCG00000019385	20.44600433	9.05557386	12.32725021	16.31721993	11.84631962	13.01761909	7.188787267	2.801147309	12.34327221	15.87614033	20.06638823	9.681536082	808877729:Solute carrier family 41 member 2 [Larimichthys crocea]	
SSCG00000019386	5.04148052	3.820320222	9.286528491	3.025102571	7.000097958	6.187386851	4.715226057	5.532265935	5.585503066	2.329317886	3.851752539	4.686603454	734641036:PREDICTED: protein N-lysine methyltransferase METTL20 [Larimichthys crocea]	
SSCG00000019388	80.83173767	81.21717806	77.66167632	78.56099706	75.06258888	93.9357822	85.80165448	95.16897981	84.61002793	75.82542696	96.4801886	84.05053299	736205558:PREDICTED: WASH complex subunit 7 [Notothenia coriiceps]	K18465
SSCG00000019389	5.433595672	11.81469402	10.60143518	8.341949513	6.677016514	4.419562037	4.096835755	34.10396848	5.033848442	6.80406014	7.517129955	9.558204412	542191444:PREDICTED: cryptochrome-1-like isoform X1 [Oreochromis niloticus]	K02295
SSCG00000019390	19.66177403	40.32560235	25.4763171	38.22629612	26.76191296	24.82990308	42.82352845	35.29445609	48.26977959	39.10802134	42.74202817	92.86874739	657564184:PREDICTED: dihydrofolate reductase-like [Stegastes partitus]	K00287
SSCG00000019391	96.74040954	87.30139175	104.2063551	88.6446723	88.52431572	115.7925254	81.8594163	82.42375956	125.6393406	99.30249934	70.51192148	150.0329764	808877724:hypothetical protein EH28_08179 [Larimichthys crocea]	
SSCG00000019393	19.49372468	23.77088138	23.6683204	26.30922539	12.81556395	24.42812471	17.08303211	15.05616678	23.23845103	18.57324525	18.76176237	21.33637888	657564186:PREDICTED: mTERF domain-containing protein 3, mitochondrial [Stegastes partitus]	K15031
SSCG00000019394	1.064312554	1.273440074	1.890178365	1.008367524	1.723101036	1.607113468	2.009768483	1.680688385	1.517050216	1.593743817	1.30462586	1.356648368	808877719:Ankyrin repeat and BTB/POZ domain-containing protein BTBD11-A [Larimichthys crocea]	
SSCG00000019396	6.609941126	5.730480333	12.49161355	9.533656586	6.569322699	9.48196946	7.652579994	7.002868272	7.723164734	7.171847174	4.783628153	4.933266793	542191465:PREDICTED: ankyrin repeat and BTB/POZ domain-containing protein BTBD11-B-like isoform X2 [Oreochromis niloticus]	K10483
SSCG00000019397	0.280082251	0.212240012	1.068361685	1.283376848	0.161540722	0.48213404	1.932469696	2.240917847	0.275827312	1.103361104	1.242500819	0.36999501	657571298:PREDICTED: neural-cadherin-like [Stegastes partitus]	
SSCG00000019398	30.75303117	27.44970826	22.92868539	36.66790995	15.3463686	31.4190683	26.0496915	18.83771565	26.1346378	38.37244727	28.70176892	19.424738	734615223:PREDICTED: MTSS1-like protein isoform X1 [Larimichthys crocea]	K20128
SSCG00000019399	64.08281906	72.79832424	79.79839969	52.526781	75.70875177	80.83780743	79.46315388	80.46295644	97.57391159	89.06576021	98.40606487	103.2286077	657571288:PREDICTED: pannexin-2 [Stegastes partitus]	K03443
SSCG00000019400	88.56200781	93.31485876	120.4783254	94.51153789	125.3556004	143.8366554	129.6300672	110.9254334	114.3304208	120.9406365	127.7912092	129.6832508	657750359:PREDICTED: mitogen-activated protein kise 12 [Cynoglossus semilaevis]	
SSCG00000019402	11.20329004	7.994373799	10.93016185	8.708628612	8.992433531	8.437345706	11.05372666	9.033700071	9.447085433	7.049251496	9.194506061	7.214902685	657571274:PREDICTED: teashirt homolog 3-like [Stegastes partitus]	K09236
SSCG00000019403	75.9583065	82.84435149	69.44350951	91.76144464	119.4862875	92.00724603	101.8025036	72.61974398	72.88736717	83.61025253	73.61817353	111.8618245	734615215:PREDICTED: cytochrome b-c1 complex subunit Rieske, mitochondrial [Larimichthys crocea]	K00411
SSCG00000019404	0.840246753	0.707466708	1.068361685	2.108404822	1.23847887	1.285690774	1.236780605	1.400573654	1.37913656	0.858169747	1.366750901	0.986653359	657589898:PREDICTED: zinc finger protein 219-like [Stegastes partitus]	
SSCG00000019405	83.12841213	94.65904551	98.37145667	76.63593179	90.40895748	90.31977689	123.6007617	138.0965623	115.847471	91.51767377	103.3760681	143.434732	734615219:PREDICTED: unconventiol prefoldin RPB5 interactor 1 [Larimichthys crocea]	K17560
SSCG00000019406	1.456427706	1.202693403	0.821816681	4.033470094	0.107693815	0.562489714	0.386493939	2.731118626	0.34478414	0.061297839	0.869750573	0.493326679		
SSCG00000019407	10.64312554	3.395840198	2.794176714	4.675158518	7.484720125	3.133871262	3.246549089	3.991634915	7.240466938	2.268020047	3.727502457	13.81314702	742155059:PREDICTED: protein C19orf12 homolog [Esox lucius]	
SSCG00000019408	19.43770823	17.12069433	15.86106194	18.15061542	18.52333614	16.55326872	22.10745332	13.51553576	14.89467484	16.06003384	14.84788479	15.90978541	657589888:PREDICTED: transmembrane protein 5 [Stegastes partitus]	
SSCG00000019409	15.74062251	12.16842737	11.5876152	7.791930864	8.238576828	7.874855992	14.53217211	9.383843484	16.13589775	17.96026686	11.43100754	7.89322687	657589882:PREDICTED: SLIT-ROBO Rho GTPase-activating protein 1-like isoform X1 [Stegastes partitus]	K07526
SSCG00000019410	62.06622685	65.29917713	81.60639639	76.26925269	86.26274561	71.03441528	52.64047451	81.79350142	57.09625357	63.25936995	43.42540363	84.60552551	657783803:PREDICTED: proline-rich protein 13-like [Cynoglossus semilaevis]	
SSCG00000019411	47.95008139	80.01448466	51.61008754	69.39401957	64.34705431	62.27564688	42.66893088	82.91396034	53.99319631	77.54176646	85.29768123	61.1108424	734615203:PREDICTED: thromboxane-A synthase [Larimichthys crocea]	K01832
SSCG00000019413	2.352690909	3.042106844	2.218905038	1.375046623	1.776947943	2.169603182	3.864939391	2.521032578	3.378884571	2.69710492	5.715503768	2.281635892	736166145:PREDICTED: homeodomain-interacting protein kise 2-like [Notothenia coriiceps]	
SSCG00000019414	1.568460606	1.414933416	1.807996697	1.100037298	4.038518053	3.294582609	3.787640603	2.380975212	4.551150647	4.229550898	3.168377089	2.158304222	657573140:PREDICTED: UPF0606 protein KIAA1549-like [Stegastes partitus]	
SSCG00000019415	30.58498182	21.01176122	21.94250537	25.85087651	17.5540918	27.96377434	30.4557224	23.66969476	25.03132856	20.77996745	39.38727596	23.00135642	734600072:PREDICTED: homeodomain-interacting protein kise 2 [Larimichthys crocea]	K08826
SSCG00000019416	120.4913844	129.7493942	88.2631115	89.46970027	192.987316	104.1409527	91.05797205	299.4426473	107.7795221	138.3492228	203.6458842	82.87888213	734615205:PREDICTED: poly [ADP-ribose] polymerase 12 isoform X1 [Larimichthys crocea]	K15259
SSCG00000019417	173.7070121	180.5455038	192.4694666	107.5286459	154.5944711	119.810309	163.7961314	149.4412089	193.3549457	215.4619044	183.579496	133.8765276		
SSCG00000019418	9.578812988	6.367200371	7.889440134	7.608591314	3.930824238	14.38366554	5.565512723	6.232552762	9.033344465	15.26316194	10.99613225	4.316608444	808878138:Tetratricopeptide repeat protein 38 [Larimichthys crocea]	
SSCG00000019420	3.304970563	3.466586868	1.972360034	4.216809644	1.615407221	2.892804242	3.323847876	2.030831799	2.413488979	5.332912001	3.230502129	1.479980038	657575545:PREDICTED: tetraspanin-9 isoform X2 [Stegastes partitus]	K17350
SSCG00000019424	18.59746147	26.3885082	25.55849877	12.46708938	45.2852491	22.41923288	21.41176423	31.09273513	36.9608598	27.33883624	30.93827039	24.91299731	657575553:PREDICTED: ras and EF-hand domain-containing protein homolog [Stegastes partitus]	K17199
SSCG00000019425	2.352690909	0.636720037	1.725815029	1.466716398	1.292325777	1.526757794	4.792524845	1.260516289	3.172014087	6.926655818	2.174376433	1.171650863	930745410:PREDICTED: transmembrane and TPR repeat-containing protein 2-like [Haplochromis burtoni]	
SSCG00000019426	35.68247879	11.390214	12.57379521	6.141874916	24.60803667	14.46402121	11.98131211	13.51553576	11.72266076	12.32086566	17.02226122	10.79152111	808872726:Solute carrier family 23 member 2 [Larimichthys crocea]	
SSCG00000019427	0.952279654	1.131946733	3.615993395	1.008367524	2.800039183	0.883912407	0.309195151	0.210086048	0.551654624	0.306489195	0.434875287	1.048319194	657575778:PREDICTED: protein bicaudal D homolog 1 [Stegastes partitus]	K18739
SSCG00000019428	20.50202078	27.02522824	24.65450042	23.65080192	25.68497482	29.00839809	20.56147756	23.24952266	27.30690388	21.33164801	25.34701671	30.33959078	548383210:PREDICTED: acylglycerol kise, mitochondrial [Pundamilia nyererei]	K09881
SSCG00000019429	44.14096278	50.08864291	63.11552107	33.27612828	41.94674084	57.45430648	50.39880966	46.77916006	52.33823244	52.34835459	64.79641771	59.93919154	734600103:PREDICTED: FYVE, RhoGEF and PH domain-containing protein 4 isoform X1 [Larimichthys crocea]	K05723
SSCG00000019431	114.2735585	140.7151282	131.4906689	102.5784781	132.8403205	112.4175871	132.4128235	143.7688856	145.9816048	130.5643973	142.0178436	150.896298	657573770:PREDICTED: nuclear pore complex protein Nup205 [Stegastes partitus]	K14310
SSCG00000019432	20.16592208	19.95056116	19.97014534	10.08367524	22.6157011	16.79433574	23.73072786	24.22992422	24.34176028	28.62609086	19.01026253	22.50802975	928017183:PREDICTED: protein LCHN-like [Austrofundulus limeus]	
SSCG00000019434	21.00616883	16.13024094	16.02542527	14.48382443	15.13098097	27.56199597	35.94393634	26.05066997	31.03057259	25.13211403	25.96826712	24.35800479	928017165:PREDICTED: adenosine deamise CECR1-A-like [Austrofundulus limeus]	K19572
SSCG00000019435	6.890023378	10.18752059	7.149805121	8.341949513	9.046280439	5.383830117	4.406030906	11.55473265	5.861330378	10.23673913	9.070255979	9.743201917	808863533:Wee1-like protein kise 2 [Larimichthys crocea]	K06632
SSCG00000019436	55.45628572	36.22229544	45.11773577	54.63518582	45.06986147	58.5792859	47.6160533	46.70913137	39.09852146	35.00106612	44.2951542	39.15780517	734600127:PREDICTED: V-type proton ATPase subunit E 1 isoform X1 [Larimichthys crocea]	K02150
SSCG00000019437	27.61610996	35.86856209	42.65228572	12.65042893	44.04677023	25.47274847	44.36950421	48.17973371	48.0629091	37.14649049	47.27715616	39.52780018	657573788:PREDICTED: cat eye syndrome critical region protein 2 isoform X1 [Stegastes partitus]	
SSCG00000019438	3.641069265	3.678826881	4.273446739	1.925065272	3.338508257	2.812448569	1.08218303	2.451003895	2.137661667	1.34855246	2.857751884	2.466633397	551521118:PREDICTED: apelin receptor B-like [Xiphophorus maculatus]	
SSCG00000019440	48.8463446	58.86123009	55.30826261	57.66028839	68.11633783	64.60596141	65.62667086	50.00047946	52.33823244	52.47095027	52.74415977	66.78409922	835981538:PREDICTED: DH dehydrogese [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial isoform X1 [Maylandia zebra]	K03953
SSCG00000019441	5.321562771	4.740026943	4.355628407	4.491818968	7.107791773	4.419562037	7.420683631	6.932839589	5.033848442	8.275208278	7.82775516	6.289915162	348519284:PREDICTED: bcl-2-like protein 13 [Oreochromis niloticus]	K15485
SSCG00000019442	34.73019914	30.77480179	30.90030719	35.56787265	25.73882172	38.73143457	30.30112483	20.86854745	30.54787479	30.8941109	18.32688708	30.52458828	584001599:PREDICTED: mitochondrial glutamate carrier 1-like isoform X1 [Neolamprologus brichardi]	K15107
SSCG00000019444	0.840246753	0.707466708	2.13672337	0.366679099	1.23847887	0.562489714	3.169250301	1.750717068	2.068704839	1.103361104	3.044127007	1.479980038	657748355:PREDICTED: potassium voltage-gated channel subfamily G member 4 [Cynoglossus semilaevis]	
SSCG00000019445	0.560164502	0.565973366	2.218905038	0.275009325	1.23847887	1.767824815	1.855170908	1.960803116	1.861834355	0.67427623	3.416877252	1.603311708	657536055:PREDICTED: potassium voltage-gated channel subfamily G member 4 [Stegastes partitus]	
SSCG00000019446	0.952279654	1.980906782	1.890178365	0.916697749	1.076938147	1.767824815	2.087067271	1.470602337	3.172014087	2.329317886	3.044127007	1.418314203	499035198:PREDICTED: PQ-loop repeat-containing protein 1-like isoform X2 [Maylandia zebra]	
SSCG00000019448	2.52074026	1.627173428	2.95854005	2.200074597	4.900068571	1.205335101	5.720110299	0.77031551	2.758273119	3.064891955	0.745500491	2.343301727	657536049:PREDICTED: WAP four-disulfide core domain protein 1 [Stegastes partitus]	
SSCG00000019449	1.120329004	1.83941344	3.040721718	0.641688424	1.453866499	2.008891835	2.860055149	2.521032578	3.654711883	1.409850299	2.60925172	1.726643378	348519254:PREDICTED: PQ-loop repeat-containing protein 1-like isoform X1 [Oreochromis niloticus]	
SSCG00000019450	79.15124417	74.42549766	78.89440134	109.7287205	82.87039045	93.9357822	79.61775146	83.4741898	87.50621471	89.61744076	66.47379382	89.04546562	548383140:PREDICTED: D topoisomerase I, mitochondrial-like isoform X1 [Pundamilia nyererei]	K03163
SSCG00000019458	16.74891862	17.04994766	15.20360859	12.28374983	8.130883013	13.5801088	17.00573332	14.49593732	21.58348716	21.88332856	21.24676401	16.64977543	808863549:Malonyl-CoA decarboxylase, mitochondrial [Larimichthys crocea]	K01578
SSCG00000019459	13.94809611	22.2852013	17.91560364	21.26738777	22.13107893	21.4549648	16.07814787	20.72849008	22.68679641	17.04079927	19.44513782	20.90471804	808860010:Transcription factor E2F4 [Larimichthys crocea]	K04682
SSCG00000019460	56.12848313	62.964537	62.45806773	65.45221925	54.86999861	67.98089969	68.87321995	62.88575708	64.47463416	62.58509372	65.29341804	55.49925143	734611506:PREDICTED: engulfment and cell motility protein 3 isoform X1 [Larimichthys crocea]	K19241
SSCG00000019461	4.201233767	11.53170734	6.821078449	13.29211736	12.27709488	16.55326872	14.68676969	7.142925637	9.584999089	8.459101795	8.262630447	12.51816449	657599656:PREDICTED: probable fructose-2,6-bisphosphatase TIGAR A [Stegastes partitus]	K14634
SSCG00000019462	41.62022252	53.06000309	62.5402494	36.75957972	61.27778059	54.40079089	50.1669133	54.76242989	60.33722448	49.65124967	39.63577613	31.20291247	683923500:PREDICTED: G1/S-specific cyclin-D2 isoform X2 [Serinus caria]	K10151
SSCG00000019463	2.52074026	1.910160111	1.232725021	0.733358199	0.323081444	1.526757794	0.463792727	1.54063102	1.03435242	2.390615725	1.739501147	0.431660844		
SSCG00000019465	56.68864763	68.12904396	74.78531794	47.57661316	58.53158831	27.56199597	52.40857814	42.08723831	39.51226243	72.76053501	54.54578596	59.63086237	554851158:PREDICTED: solute carrier family 45 member 3 [Haplochromis burtoni]	K15379
SSCG00000019466	22.57462944	35.65632207	24.16141041	20.99237844	29.2388707	28.6869754	23.42153271	32.003108	37.44355759	30.64891955	41.81015256	28.24295239	734611512:PREDICTED: uncharacterized protein C12orf4 homolog [Larimichthys crocea]	
SSCG00000019468	15.68460606	16.6962143	13.55997523	18.79230385	19.92335573	14.38366554	14.99596484	18.20745751	14.48093388	15.998736	16.52526089	17.38976545	734627415:PREDICTED: exosome complex component MTR3 [Larimichthys crocea]	K12587
SSCG00000019469	44.64511083	67.35083059	71.49805121	41.43473824	60.79315842	47.97233701	66.6315551	76.68140758	80.61053191	63.19807211	65.5419182	76.40396946	808875741:RING finger and SPRY domain-containing protein 1 [Larimichthys crocea]	
SSCG00000019470	22.74267879	23.13416135	26.29813378	34.00948648	30.96197174	34.31187254	28.44595392	27.66132967	29.78934969	24.21264644	28.20476859	40.76111688	928017091:PREDICTED: UPF0428 protein CXorf56 homolog [Austrofundulus limeus]	
SSCG00000019471	2.688789611	5.37674698	6.492351777	4.583488743	2.153876295	4.74098473	3.710341815	4.831979108	5.999244034	3.310083311	5.21850344	4.501605949	938084608:hypothetical protein Z043_101041 [Scleropages formosus]	K12456
SSCG00000019472	1.400411256	0.636720037	2.465450042	3.39178167	0.538469074	0.562489714	0.618390303	1.190487606	1.103309248	0.122595678	1.677376106	2.034972552	928017079:PREDICTED: plasmolipin [Austrofundulus limeus]	
SSCG00000019474	282.0988433	158.1188092	145.8724608	261.808877	67.30863422	203.2998537	39.80887573	263.307847	159.6350568	74.17038531	86.10530676	202.8805969		
SSCG00000019475	14.95639221	14.43232084	11.17670686	18.88397362	16.96177582	12.85690774	13.52728787	13.23542103	18.75625721	13.42422676	13.72963405	11.59317696	657583303:PREDICTED: leucine-rich repeat-containing protein 29 [Stegastes partitus]	K10275
SSCG00000019476	149.5639221	101.4507259	117.108877	245.5833269	66.93170586	22.3388772	48.69823633	37.53537394	73.71484911	6.12978391	47.46353129	89.72378981	525344262:transglutamise [Oreochromis niloticus]	
SSCG00000019478	26.49578096	39.12290894	35.5024806	29.97601638	58.26235378	39.21356862	37.95370482	42.50741041	43.99445625	34.0203007	31.06252048	46.55770536	657583317:PREDICTED: nuclear pore complex protein Nup93 [Stegastes partitus]	K14309
SSCG00000019479	9.802878789	3.254346856	1.232725021	2.200074597	0.161540722	1.124979427	0.927585454	1.470602337	0.482697796	0.306489195	2.050126351	0.739990019	831480861:PREDICTED: uncharacterized protein LOC105931378 [Fundulus heteroclitus]	
SSCG00000019480	185.7505489	94.65904551	140.119744	106.9786273	99.23985029	76.17717838	88.81630721	77.52175177	117.3645212	160.5390406	98.59243999	77.57562033	542191842:PREDICTED: matrix metalloproteise-15-like [Oreochromis niloticus]	K07995
SSCG00000019481	1.624477057	1.202693403	3.369448391	1.375046623	2.692345369	1.446402121	7.188787267	2.521032578	2.896186775	3.923061702	2.112251392	1.788309213	657591482:PREDICTED: interleukin-34 isoform X1 [Stegastes partitus]	
SSCG00000019482	71.98113854	91.82917868	91.05728821	69.76069867	145.7635783	95.38218432	121.3590969	88.79636969	105.7797741	101.4479237	82.68842951	116.548428	961888678:PREDICTED: splicing factor 3B subunit 3 [Poecilia mexica]	K12830
SSCG00000019483	106.9914199	118.7836602	149.9815442	172.0641674	145.7097314	153.4793362	234.5245223	92.7880046	191.9758091	167.4656964	88.65243344	184.4425122	584004918:PREDICTED: alanine--tR ligase, cytoplasmic-like [Neolamprologus brichardi]	K01872
SSCG00000019484	88.78607361	78.03357787	56.13007929	85.61956972	33.00815422	65.73094083	51.71288905	70.30879745	76.74894954	74.23168315	86.72655717	67.15409423	542218954:PREDICTED: lon protease homolog 2, peroxisomal [Oreochromis niloticus]	K01338
SSCG00000019485	48.39821299	29.07688169	34.02321058	40.24303117	44.10061714	44.67775441	45.0651933	69.60851062	38.40895318	28.13570815	21.61951425	29.72293243	64966371:alpha-2,3-sialyltransferase, partial [Takifugu rubripes]	K03368
SSCG00000019487	6.553924676	4.598533601	7.149805121	5.133507392	7.969342291	5.705252811	7.80717757	5.952438031	6.619855486	5.884592553	7.330754832	6.474912666	928038140:PREDICTED: F-box/LRR-repeat protein 14-like [Austrofundulus limeus]	K10280
SSCG00000019488	1.064312554	1.061200062	1.150543353	0.458348874	1.453866499	0.723201061	2.009768483	1.400573654	1.517050216	1.532445977	0.869750573	0.924987524	719751104:PREDICTED: dynein light chain roadblock-type 2 [Timus guttatus]	
SSCG00000019489	50.3027723	51.64506967	50.21299919	43.90982216	49.86223623	45.15988845	47.07496178	50.77079497	49.23517518	59.82669096	46.46953063	46.92770037	617403799:PREDICTED: NEDD4-binding protein 1 [Poecilia formosa]	
SSCG00000019490	30.13685022	30.35032177	30.24285385	28.50929998	36.13127485	26.2763052	50.7853036	30.88264908	33.16823426	28.99387789	40.69190182	30.83291746	657589462:PREDICTED: ELKS/Rab6-interacting/CAST family member 1 isoform X2 [Stegastes partitus]	K16072
SSCG00000019491	41.62022252	40.96232238	35.00939059	36.1178913	28.05423874	26.11559385	30.53302119	36.97514448	31.03057259	29.66815412	31.2488956	34.28620421	808870501:E3 ubiquitin-protein ligase Siah1 [Larimichthys crocea]	K04506
SSCG00000019492	5.209529871	7.852880457	4.766536748	5.866865591	6.946251051	9.48196946	6.02930545	7.563097734	6.275071346	9.010782347	14.91000983	4.809935124	808856954:Genetic suppressor element 1 [Larimichthys crocea]	
SSCG00000019493	27.22399481	34.8781087	52.92499423	36.57624017	36.02358103	28.36555271	32.54278967	21.63886296	38.33999636	55.59714006	32.18077121	25.28299232	657749694:PREDICTED: leucine-rich repeat-containing protein 17-like [Cynoglossus semilaevis]	
SSCG00000019494	7.842303031	8.348107152	6.656715113	3.57512122	9.369361883	5.142763097	7.652579994	5.252151204	9.722912745	8.1526126	8.138380365	6.228249327	736164465:PREDICTED: armadillo repeat-containing protein 10 [Notothenia coriiceps]	
SSCG00000019495	58.76125629	55.11165654	49.71990918	53.44347875	42.64675064	60.42746639	55.26863329	49.16013527	63.78506588	61.91081749	62.43566616	66.0441092	765123011:PREDICTED: proline-rich protein 5-like isoform X1 [Oryzias latipes]	
SSCG00000019496	119.0909732	145.3136618	178.5807647	72.78580124	170.5870026	104.6230868	223.3934968	192.6489062	184.5974285	198.85019	107.4763208	168.841056	657589474:PREDICTED: serine/threonine-protein kise WNK1-like isoform X3 [Stegastes partitus]	K08867
SSCG00000019497	20.61405368	18.32338773	11.01234352	11.45872186	12.11555416	16.71398007	15.15056241	16.17662571	14.5498907	12.01437646	17.64351163	5.981585987	657589490:PREDICTED: DENN domain-containing protein 5B-like [Stegastes partitus]	K20164
SSCG00000019498	17.70119827	15.4935209	21.28505203	18.05894565	13.35403303	35.27614062	15.2278612	9.804015581	12.20535855	14.58888571	13.29475876	12.8881595	908474768:PREDICTED: proteoglycan 4-like [Oreochromis niloticus]	
SSCG00000019499	5.377579222	5.37674698	6.985441785	6.875233115	7.753954662	9.080191093	5.179018784	6.162524079	5.999244034	6.497570944	6.771629464	7.153236851	657589478:PREDICTED: transmembrane protein 60-like [Stegastes partitus]	
SSCG00000019500	2.184641559	1.980906782	1.807996697	1.741725722	1.884641758	1.767824815	1.77787212	0.980401558	1.861834355	2.084126529	1.118250737	0.36999501	808856943:F-box/LRR-repeat protein 13 [Larimichthys crocea]	
